hMOF,HVF,VSA_RASPA[m^2/cm^3],LCD（Å）,MOFs密度/[kg/m^3],K,Q
390,0.82713,2255.394873,10.60033,521.5260446,9.89E-06,11.0001267
391,0.01699,0,2.71365,2086.104178,0,#NAME?
392,0.82807,2252.111663,10.59613,521.5257116,9.15E-06,10.52924644
393,0.82174,2324.582753,10.59996,532.4975322,1.22E-05,11.89078223
394,0.8143,2400.261713,10.08162,543.4690183,1.54E-05,12.29278015
395,0.82033,2312.683915,10.59812,532.4975322,1.25E-05,11.2612142
396,0.01195,0,2.71348,2129.990129,0,#NAME?
397,0.82849,2255.011761,10.60033,521.5260446,9.37E-06,10.435107
398,0.01773,0,2.71365,2086.104178,0,#NAME?
399,0.01582,0,2.71365,2132.868339,0,#NAME?
400,0.81823,2366.281604,10.60005,539.800922,1.34E-05,12.05786987
401,0.81914,2366.121783,10.60001,539.8005882,1.33E-05,12.14303219
402,0.00934,0,2.71623,2159.202353,0,#NAME?
403,0.01736,0,2.70593,2159.203633,0,#NAME?
404,0.80481,2509.593006,9.36367,558.0757821,1.76E-05,13.20398246
405,0.78793,2937.449732,8.83589,571.4089357,6.82E-05,16.56788612
406,0.42162,942.737369,4.95621,1142.817871,0.0338578,57.4138595
407,0.79136,3027.90057,8.04399,571.4089522,7.50E-05,17.27805701
408,0.47419,1244.253922,5.61745,1142.817904,2.01239,55.69551288
409,0.8897,1726.184138,17.06143,317.3511776,4.59E-06,12.26868734
410,0.77664,3003.366544,7.50941,634.7023553,0.000254251,22.68861348
411,0.41271,638.26375,5.08304,1231.550025,0.0233641,60.65336483
412,0.89348,1703.88049,17.25671,307.8875102,3.83E-06,11.47360269
413,0.77789,2747.66844,8.61111,615.7750204,0.00021348,20.66726981
414,0.48186,1160.139692,5.76825,1231.550041,39.799,63.75600238
415,0.8897,1716.703475,17.75373,317.3511641,4.28E-06,11.26257178
416,0.77311,2786.628368,8.8364,634.7023283,0.000263675,22.25400687
417,0.42968,693.581792,5.49973,1269.404657,0.526613,61.23274826
418,0.44457,872.517319,5.49428,1117.986039,0.104378,58.37351255
419,0.89391,1677.115089,17.11388,337.811242,3.00E-06,10.86291753
420,0.78593,2949.500848,8.61064,675.6224841,0.000159871,20.41182227
421,0.89176,1719.803406,17.31424,359.4876785,3.20E-06,10.68694078
422,0.77379,2786.206075,8.83583,718.975357,0.000190933,20.88039366
423,0.5753,1374.417186,6.95163,1078.463035,0.0123544,38.53815754
424,0.41743,623.323132,5.05559,1437.950714,0.00278114,55.27798241
425,0.88785,1732.694175,16.64513,381.1641102,3.38E-06,10.9567187
426,0.76724,2775.695015,7.8309,762.3282205,0.000236455,22.04388323
427,0.55625,1378.58707,6.8995,1143.492331,0.0664861,48.19182769
428,0.47277,1088.106172,5.46673,1524.656441,39.3438,67.32090193
429,0.89484,1676.888901,17.12904,337.8112273,3.01E-06,9.746365264
430,0.7826,2913.35698,7.82962,675.6224546,0.000151287,20.20552232
431,0.48321,1215.536088,5.76961,1177.833495,7.02587,60.07465265
432,0.80434,2014.838301,11.92595,531.4016055,2.21E-05,18.61895164
433,0.81112,2025.210475,11.92571,503.6068381,0.000024959,17.3304633
434,0.81053,2038.248408,11.44454,512.8716889,3.11E-05,19.2821831
435,0.80881,2027.917623,11.92626,512.8716859,2.19E-05,16.9447401
436,0.79797,2040.981146,11.43149,554.4528411,5.26E-05,20.2186132
437,0.82412,2049.299668,11.78419,501.2349365,4.70E-05,18.3097017
438,0.80244,1963.431877,12.38185,554.452549,0.000226198,28.21528202
439,0.75044,2115.698043,10.36081,725.5292405,0.000219512,24.47161304
440,0.8057,2069.959424,11.36824,554.4528173,0.000105992,22.16779019
441,0.83675,1773.247899,15.46248,635.9618759,0.000114927,28.52983881
442,0.65382,1983.392466,7.0082,1271.923752,0.0716242,43.93481642
443,0.8432,1801.186376,15.16234,583.6109573,5.05E-05,23.60183711
444,0.65061,2037.756812,7.39609,1167.221915,0.0287628,40.70519309
445,0.79047,1964.046571,12.38275,732.436782,0.000230937,28.37870748
446,0.49867,931.007607,5.88081,1464.873564,10.5977,61.47187313
447,0.79282,2027.625049,12.38278,651.1742223,7.68E-05,24.51360879
448,0.49298,1025.580661,5.68314,1302.348445,0.2866,58.9759603
449,0.82736,1781.331459,15.36057,609.7856463,3.67E-05,22.43307192
450,0.6337,1988.664468,6.7272,1219.571293,0.0246069,43.08598128
451,0.87508,1590.032234,17.71387,355.9159409,1.14E-05,17.80777487
452,0.86816,1597.160763,16.98601,376.603749,8.35E-06,14.71618396
453,0.50394,1202.523362,6.24222,1129.811247,0.962752,54.53485241
454,0.50521,998.49199,5.54311,1506.414996,3658.19,77.97942917
455,0.86434,1562.764093,17.23234,371.4318037,1.12E-05,17.1247467
456,0.87028,1594.768641,17.42315,366.2598614,9.48E-06,16.51123318
457,0.73639,2657.696101,7.16676,732.5197229,0.00176638,28.8198173
458,0.86138,1659.911222,16.09847,442.3913771,6.42E-05,23.82403482
459,0.69716,1995.794245,8.45769,884.7827542,0.0346049,38.88708297
460,0.48909,923.453427,6.13138,1327.174131,92.3494,66.36437153
461,0.87311,1571.891895,17.58333,402.7812188,4.87E-05,20.87441018
462,0.85594,1632.817957,16.23113,452.2939681,0.000037109,20.44508425
463,0.69318,2124.051945,6.91752,904.5879362,0.0572235,41.75020494
464,0.4595,970.614935,5.84377,1356.881904,84.0393,68.31755181
465,0.869,1632.269723,16.85708,402.7812459,3.11E-05,19.458035
466,0.72176,2341.632189,7.44643,805.5624919,0.0182673,37.12139803
467,0.50153,1114.072755,6.18017,1208.343738,54.0783,66.32321671
468,0.87489,1678.819525,15.87594,475.3067579,3.04E-05,20.85359086
469,0.73457,2340.563949,7.44019,950.6135159,0.011406,35.9863653
470,0.86857,1641.383861,16.62772,497.9885595,1.85E-05,18.57551139
471,0.72088,2356.293573,7.45852,995.977119,0.017397,38.4470453
472,0.49327,1081.965909,6.07182,1493.965679,9.48606,61.94031118
473,0.86389,1652.28244,16.77266,588.7159787,5.18E-05,24.27909526
474,0.70744,2208.491011,6.90586,1177.431957,0.0526241,41.81068009
475,0.49132,1002.868244,6.03844,1766.147936,73.2069,68.6050953
476,0.86324,1705.581946,16.16147,566.03417,5.59E-05,24.40843173
477,0.70003,2002.947283,8.47623,1132.06834,0.0250974,37.90195452
478,0.49771,886.360521,6.01559,1698.10251,179.459,69.33253155
479,0.8548,1627.153292,16.67594,588.7156773,3.40E-05,21.88297508
480,0.67785,2142.151427,6.67323,1177.431355,0.0254214,40.12216459
481,0.50194,1003.007321,5.51249,1766.147032,152.557,72.6184556
482,0.78684,2777.532364,10.02049,549.7789096,5.68E-05,16.500485
483,0.52301,1502.935451,6.14812,1099.557819,0.329593,50.40232086
484,0.79,2705.728915,10.78258,561.9758637,0.000057388,17.78314109
485,0.62903,1734.799332,7.6332,842.9637955,0.0152113,41.74640854
486,0.78764,2690.83569,8.84986,550.8874217,5.86E-05,16.67424655
487,0.53382,1378.756995,6.78184,1101.774843,0.540203,48.18131819
488,0.50045,1182.579412,6.3613,1097.591067,0.600318,53.1189624
489,0.89167,1434.227445,21.27213,328.6475136,4.81E-05,24.10779633
490,0.78329,2679.714979,10.46946,657.2950273,0.000511462,25.87015861
491,0.59398,1401.433462,7.38446,985.9425409,0.195791,50.09999125
492,0.89269,1388.433091,21.47318,309.7208282,1.90E-05,20.13103685
493,0.78764,2671.542537,8.59177,619.4416563,0.000315807,23.23630577
494,0.50647,1198.41748,6.59781,1238.883313,8.96339,60.31937003
495,0.79135,2671.290615,8.59177,606.8238635,0.000271031,21.99115834
496,0.5208,1216.710456,6.55433,1213.647727,11.9389,59.45174666
497,0.8937,1407.69976,20.92046,316.0297245,0.00002887,20.79603637
498,0.78792,2722.498973,8.78289,632.0594491,0.000428058,24.04912306
499,0.89641,1393.416809,20.66722,359.5920092,0.000040132,26.37329101
500,0.7972,2639.325268,10.70563,719.1840184,0.000213085,22.86110302
501,0.6205,1525.61312,7.80788,1078.776028,0.049779,44.93383526
502,0.88628,1410.342808,20.43412,431.8443287,2.31E-05,22.68308396
503,0.77512,2645.501022,8.66386,863.6886574,0.000382633,24.83122784
504,0.61204,1447.313901,7.45835,1295.532986,0.285458,49.71004002
505,0.88171,1392.265795,20.48897,460.7450653,3.26E-05,23.17893171
506,0.76141,2551.433818,10.64314,921.4901306,0.000705535,26.5518314
507,0.59815,1515.317922,7.53445,1382.235196,0.2477,51.35539993
508,0.88561,1444.287333,20.41394,475.1952772,9.29E-05,30.23208878
509,0.76383,2593.656532,10.69813,950.3905543,0.000610781,29.29026512
510,0.54283,1365.764533,7.4123,1425.585831,0.426771,54.47891445
511,0.47535,861.844129,5.85182,1900.781109,21.6554,69.60214148
512,0.88408,1423.318274,20.48928,460.7451511,2.20E-05,21.40087028
513,0.76315,2397.537577,8.94298,921.4903021,0.000356755,24.67458024
514,0.56097,1466.503665,7.1865,1382.235453,0.202547,49.6572462
515,0.48531,1086.625146,6.44374,1842.980604,20.7232,62.00434286
516,0.641,2065.481395,7.28357,851.9721368,0.00272942,32.64827016
517,0.78004,1974.339622,11.87023,558.219561,8.47E-05,24.02077919
518,0.84256,1760.031047,16.33744,402.1108027,2.07E-05,19.41962245
519,0.7769,2028.122755,10.71248,616.7490675,0.000473103,30.11459697
520,0.64563,1904.825424,8.95009,953.1819835,0.00400631,37.40644826
521,0.75955,1997.467912,10.79896,652.2266509,0.00102783,33.03845823
522,0.7694,1981.017219,11.37429,616.7490632,0.000352889,29.94608725
523,0.82969,1731.131741,16.37636,467.6244902,4.57E-05,22.88959846
524,0.73604,2051.282293,10.07693,962.4114178,0.000978485,36.4865773
525,0.72824,2000.555143,10.46868,921.7800478,0.00028132,31.71023676
526,0.34078,359.183097,5.66895,1843.560096,1.16728,71.35388127
527,0.7577,1960.424706,11.3842,840.5171733,0.00053196,31.02873752
528,0.41311,702.387772,5.64206,1681.034347,4.30831,64.33120622
529,0.7632,1941.685014,12.38249,759.2550256,0.0002609,28.55401713
530,0.41848,507.051252,5.36264,1518.510051,1.02845,69.43369231
531,0.76148,1999.025243,11.44138,759.2550388,0.000591254,32.04497999
532,0.80726,2342.146066,9.79339,563.0155009,1.96E-05,14.74661029
533,0.49016,1229.969516,5.87666,1126.031002,0.330031,55.97560717
534,0.8106,2324.3511,9.84197,550.9252156,1.71E-05,13.69738431
535,0.49552,1229.193869,5.63156,1101.850431,0.359593,55.87483191
536,0.80733,2343.303347,9.33895,563.0155165,1.96E-05,14.63231577
537,0.4962,1227.168398,5.87866,1126.031033,0.341483,55.46041328
538,0.8117,2338.668369,9.78688,550.9251199,2.04E-05,14.37644922
539,0.49688,1243.928364,6.002,1101.85024,0.287522,54.36629891
540,0.85205,1919.314329,15.96655,402.473171,1.55E-05,16.14824566
541,0.66972,2186.240682,7.91912,804.946342,0.00379608,31.70054384
542,0.84126,1926.54105,15.91975,439.3108271,3.04E-05,18.34055991
543,0.6445,1967.803339,7.74792,878.6216543,0.0243728,39.0491686
544,0.78763,2427.895688,8.74874,630.3991042,5.36E-05,18.70238601
545,0.49334,1160.490207,5.19885,1260.798208,12.2084,67.17404154
546,0.79278,2376.683191,9.45541,607.250144,4.11E-05,17.20048941
547,0.49081,1160.220871,5.20888,1214.500288,5.07671,66.26168764
548,0.16168,0,3.71962,1821.750432,1.20E-71,-372.3106868
549,0.85476,1992.799256,15.11761,426.2560472,5.00E-05,20.1444093
550,0.84393,1945.337892,15.11316,452.3661049,0.000102737,25.58566123
551,0.78984,2459.894633,8.82167,726.7441232,4.44E-05,17.64412987
552,0.48899,1154.651723,5.40162,1453.488246,5.48925,65.98714534
553,0.12384,0,3.56359,2180.23237,1.01E-95,-494.3217621
554,0.79033,2454.727735,9.15391,726.7441031,5.67E-05,19.7472405
555,0.49012,1169.145258,5.60283,1453.488206,7.14605,65.83634941
556,0.15849,18.880998,4.25711,2180.232309,5.27E-53,-272.8264564
557,0.78364,2476.85908,8.82167,779.7665758,5.77E-05,18.52137801
558,0.11529,0,3.7814,2339.299727,3.42E-72,-421.7403157
559,0.80544,2437.710227,9.42053,673.721652,4.39E-05,17.49035723
560,0.50682,1194.523909,5.59408,1347.443304,2.48509,62.04219307
561,0.21033,0,3.88293,2021.164956,1.05E-29,-105.637959
562,0.84722,1968.245049,15.3978,527.3404085,5.08E-05,21.57223213
563,0.67053,2091.837563,7.89159,1054.680817,0.0350407,40.15256698
564,0.77885,2173.738465,11.37069,731.212162,0.000013362,12.41169029
565,0.07013,0,3.16943,2193.636486,0,#NAME?
566,0.02149,0,2.47999,2924.848648,0,#NAME?
567,0.79213,2469.815399,9.84099,565.0775544,0.000049113,17.06830655
568,0.15064,0,3.76434,1695.232663,2.05E-61,-315.009969
569,0.77623,2173.635628,11.37701,731.2121469,1.29E-05,11.8238752
570,0.07088,0,3.17347,2193.636441,0,#NAME?
571,0.02224,0,2.48719,2924.848587,0,#NAME?
572,0.78335,3001.378805,8.13711,579.1283991,7.08E-05,17.04178557
573,0.58213,1585.497446,6.95359,868.6925987,0.00565678,36.82578101
574,0.49305,1259.755758,5.92482,1158.256798,2.17177,54.20582864
575,0.79434,2933.869153,9.01366,551.8530358,7.54E-05,16.50642648
576,0.49472,1267.320386,6.03356,1103.706078,1.74969,52.67453901
577,0.49897,1271.104224,6.02236,1067.338846,1.68826,52.74554961
578,0.77898,2779.637227,9.11505,610.0651828,0.000263777,21.39463001
579,0.59006,1438.120565,7.11213,915.0977742,0.0172981,37.68401131
580,0.47181,941.303946,5.47099,1220.130366,0.648604,62.85944201
581,0.88099,1634.076867,17.76234,403.5949828,4.49E-06,12.95040191
582,0.75606,2673.849768,9.11893,807.1899655,0.000273005,22.32914559
583,0.57837,1361.190089,6.27082,1210.784948,0.0953823,45.47439765
584,0.42377,517.476058,5.14243,1614.379931,0.021494,59.1252612
585,0.8842,1708.119407,17.87073,403.5949799,5.85E-06,15.56822246
586,0.76175,2710.836438,8.17495,807.1899598,0.000304567,22.84470248
587,0.60167,1471.663587,7.04738,1210.78494,0.0799979,43.99618895
588,0.8906,1668.280075,17.76994,383.6587629,5.71E-06,14.57111859
589,0.77128,2728.004431,9.1178,767.3175258,0.000241261,22.38954793
590,0.42275,540.493329,5.14753,1534.635052,0.0128856,59.04773854
591,0.87654,1736.069765,17.15524,463.4039022,9.14E-06,16.87934162
592,0.73908,2572.637136,9.09788,926.8078043,0.000463529,25.51572543
593,0.52095,1229.932699,6.86041,1390.211706,0.0480642,44.09589872
594,0.89468,1616.168994,18.15394,343.7862916,5.84E-06,14.97127519
595,0.7826,2873.120038,9.0427,687.5725833,0.000188777,21.16112977
596,0.581,1580.116138,6.9702,1031.358875,0.0357383,43.81776696
597,0.52711,1249.828815,6.19108,1375.145167,22.6429,61.64864028
598,0.78608,2759.931754,10.03936,549.7789039,5.51E-05,16.00282615
599,0.60204,1697.055003,7.75541,824.6683559,0.00581148,36.43143376
600,0.52465,1490.638005,6.13611,1099.557808,0.382254,51.73573674
601,0.78234,2747.074869,8.13429,557.4695255,4.90E-05,15.0040244
602,0.79331,2817.053555,8.44345,534.3976843,5.75E-05,16.07049792
603,0.77906,2712.235956,10.01266,604.7414954,0.000252912,21.6318674
604,0.87672,1436.91467,19.88734,346.5454629,3.78E-05,21.46148435
605,0.75281,2590.338636,10.0356,693.0909257,0.000526525,24.78074375
606,0.56849,1499.40112,7.09004,1039.636389,0.26907,48.8046082
607,0.886,1444.485518,19.40058,324.458222,0.000021904,22.04557782
608,0.766,2675.933714,7.94035,648.9164439,0.000449131,25.28965049
609,0.56238,1359.432588,7.37033,973.3746659,0.0742337,43.84536891
610,0.77615,2622.467064,10.02049,604.7414844,0.000227336,20.77827862
611,0.59318,1625.247873,7.42854,907.1122266,0.0501314,43.03938624
612,0.87918,1437.165951,19.40462,331.8206449,1.03E-05,17.1203376
613,0.75828,2564.394933,7.9172,663.6412897,0.000377418,22.38172264
614,0.55095,1483.49443,7.40125,995.4619346,0.12008,43.5961562
615,0.54572,1240.071378,6.5987,1327.282579,53.307,59.77675725
616,0.89106,1437.999297,20.10574,346.7918106,1.20E-05,18.72753965
617,0.77944,2702.021464,10.03959,693.5836212,0.000169437,21.21207006
618,0.59704,1628.346521,7.68309,1040.375432,0.0407963,45.03997828
619,0.87289,1512.542401,18.92982,464.8377949,1.05E-05,18.99571188
620,0.7374,2514.141667,7.85603,929.6755897,0.000558991,26.22341492
621,0.52222,1335.646025,6.86422,1394.513385,0.351466,48.75400613
622,0.54386,1172.243938,6.1673,1859.351179,313.339,65.45639257
623,0.87288,1511.576163,18.92479,481.7015062,1.90E-05,21.30523664
624,0.74079,2477.596378,8.23588,963.4030124,0.000735568,27.1530148
625,0.54009,1246.987669,6.84056,1445.104519,0.210488,47.82207987
626,0.87258,1460.483429,19.07937,464.8392322,1.31E-05,20.49012204
627,0.74232,2624.50574,8.24085,929.6784645,0.00043679,24.83941999
628,0.53492,1298.672579,7.15284,1394.517697,0.0984617,46.81573338
629,0.8787,1456.401613,19.29396,464.8377843,4.91E-05,27.6571005
630,0.75115,2489.353673,10.0184,929.6755685,0.000510562,25.01978151
631,0.5492,1345.654784,6.81341,1394.513353,5.5464,74.14156912
632,0.80527,2074.745261,10.81008,545.0802687,0.000020962,16.33035079
633,0.84784,1822.546056,15.06309,421.1915537,1.21E-05,16.29880612
634,0.79521,2025.438893,11.23031,554.7142877,0.000017018,16.13282797
635,0.82543,1828.145423,14.70642,498.3498129,0.000100897,27.29356554
636,0.61562,1883.438253,6.54616,996.6996259,0.0871076,46.52566497
637,0.7414,2090.478496,10.21905,753.0649845,0.000333073,26.35025009
638,0.78163,2071.912406,10.2128,652.5084621,0.000252191,26.94598367
639,0.79727,2069.945313,10.65488,615.5759905,0.00020125,26.38280866
640,0.74943,2045.70502,10.06989,932.8203566,0.000436608,29.12829091
641,0.40295,710.789196,5.96411,1865.640713,95.1956,69.7903382
642,0.78704,2074.640763,10.73269,763.7592925,0.000198633,27.58134493
643,0.83769,1883.145988,14.32437,549.8798058,2.64E-05,21.20173508
644,0.81506,1858.334182,14.26772,745.9212614,0.000192937,30.10733525
645,0.58611,1477.988039,7.71005,1491.842523,0.436471,48.23939191
646,0.83893,1831.475262,14.96609,578.2323898,0.000062889,23.93411451
647,0.87339,1607.642802,16.99179,371.3133335,1.22E-05,17.61715181
648,0.86813,1625.306344,16.51151,409.7226612,6.27E-05,24.18371518
649,0.86525,1666.273058,15.77431,440.6182824,4.38E-05,21.36209562
650,0.86465,1658.53273,16.01349,409.712508,3.54E-05,22.20826727
651,0.86958,1707.627381,14.92249,399.4527033,2.83E-05,20.53489337
652,0.86831,1613.368032,15.96381,392.7224852,2.09E-05,18.87339261
653,0.86707,1642.020762,16.43711,472.1159713,1.71E-05,19.66983334
654,0.72954,2510.501786,7.15821,944.2319427,0.00538489,33.28955416
655,0.85658,1665.147882,15.52147,566.1982636,3.16E-05,21.44545352
656,0.67741,2114.290874,7.05079,1132.396527,0.0286076,38.91265305
657,0.50221,1087.100815,6.04568,1698.594791,120.974,70.53782573
658,0.87451,1704.130362,15.99452,495.4413001,2.90E-05,19.71874435
659,0.72096,2218.324416,7.28863,990.8826002,0.0200263,37.92579307
660,0.86088,1616.055287,16.42587,514.3407056,2.21E-05,21.4386828
661,0.7044,2283.457896,7.13661,1028.681411,0.00741541,33.87219271
662,0.49038,1088.247307,6.43486,1543.022117,6.2039,61.55784231
663,0.86238,1719.425974,15.47209,589.8160345,4.56E-05,22.39141109
664,0.68315,1971.928334,7.04326,1179.632069,0.0461973,42.21169013
665,0.48318,970.910498,5.69802,1769.448103,486.818,75.36286793
666,0.78921,2623.514655,10.50479,565.3411485,7.16E-05,17.86544274
667,0.79478,2506.987962,8.5687,551.6317988,7.14E-05,17.41820856
668,0.88359,1430.189624,20.18429,349.0715437,6.52E-05,24.08242973
669,0.77024,2647.98931,8.21438,698.1430875,0.0011623,28.37886441
670,0.88164,1460.952352,20.11621,362.1904244,6.01E-05,25.08785506
671,0.76542,2568.407641,10.1857,724.3808487,0.00102817,27.55242567
672,0.54361,1409.922215,6.58536,1086.571273,1.03895,56.59778545
673,0.88739,1423.518451,20.20899,335.9506764,2.15E-05,18.85767463
674,0.78061,2695.735174,8.3771,671.9013528,0.000653338,25.76248561
675,0.88373,1423.582226,21.47767,502.2178653,6.83E-05,26.4132349
676,0.7607,2540.275534,10.76031,1004.435731,0.000690553,27.47885009
677,0.57269,1407.796149,7.29092,1506.653596,0.452682,54.38820022
678,0.46133,832.993807,6.49499,2008.871461,121.752,73.26270195
679,0.88891,1479.296873,20.04831,419.7668881,2.53E-05,21.10374825
680,0.77463,2579.769667,10.21137,839.5337763,0.000365318,24.36303886
681,0.57451,1574.064295,7.60721,1259.300664,0.244001,51.0884242
682,0.87956,1421.633079,19.68889,426.81414,3.40E-05,23.25144934
683,0.75637,2613.571258,9.89463,853.62828,0.000875389,27.40092195
684,0.5621,1418.972564,6.72861,1280.44242,0.493152,51.75370819
685,0.87425,1508.262977,19.45516,539.9815761,5.82E-05,26.88404586
686,0.73689,2337.172568,10.43811,1079.963152,0.00103826,28.98707387
687,0.56699,1501.156147,6.27448,1619.944728,4.215,60.0642665
688,0.88289,1453.02878,20.15802,464.8464608,3.78E-05,23.47962026
689,0.75947,2561.356444,10.47565,929.6929216,0.000809083,28.39219044
690,0.56653,1438.213539,6.86816,1394.539382,40.4635,73.6240605
691,0.76739,1970.806395,11.44764,592.2341128,0.000106548,24.80945998
692,0.77453,2005.221938,11.27503,582.637616,0.000135534,24.99636457
693,0.76537,1989.397538,11.33142,611.5021147,0.00013048,27.76894363
