hMOF,HVF,VSA_RASPA[m^2/cm^3],LCD（Å）,MOFs密度/[kg/m^3],K,Q
8557,0.82822,2041.91018,12.48311,529.7076244,4.93E-06,10.33734163
8558,0.82867,2044.557828,12.47684,529.7076244,5.52E-06,10.84906185
8559,0.83107,2043.15825,12.48354,529.7073991,4.77E-06,10.02662899
8560,0.82795,2044.658797,12.47713,529.7076853,5.24E-06,10.06856171
8561,0.57054,1671.713892,5.02471,1059.415371,0.00180885,44.30025534
8562,0.82856,2039.828659,12.47913,529.7076886,4.76E-06,10.06502743
8563,0.82753,2045.487974,12.47812,529.7076244,5.10E-06,10.05055181
8564,0.82864,2039.887964,12.47913,529.7076886,4.68E-06,9.599356852
8565,0.8299,2040.561849,12.48655,529.7076886,5.17E-06,10.30374308
8566,0.82994,2050.838939,12.4789,529.7076873,5.34E-06,10.43168288
8567,0.57268,1675.511904,5.0268,1059.415375,0.00211478,43.7825385
8568,0.8269,2046.481663,12.47913,529.7076886,4.81E-06,9.990315714
8569,0.82698,2049.4474,12.47913,529.7076886,5.12E-06,10.2450041
8570,0.56785,1670.531148,5.02672,1059.415377,0.00143944,42.77093843
8571,0.83009,2040.092994,12.48202,529.7070353,4.77E-06,9.676327447
8572,0.57271,1672.190262,5.02445,1059.414071,0.00155879,42.013481
8573,0.82829,2043.213614,12.48375,529.7074157,4.73E-06,9.725801462
8574,0.87132,1765.093683,16.66538,381.7097628,1.73E-06,6.683798515
8575,0.72484,2750.805399,6.31868,763.4195257,0.000532283,25.96126608
8576,0.30249,280.790675,4.61887,1526.839051,5.53E-12,16.01661459
8577,0.82861,2043.431248,12.47902,529.7076907,5.07E-06,10.43702906
8578,0.83043,2043.97234,12.48676,529.7076873,5.29E-06,10.78245314
8579,0.82911,2042.178373,12.48673,529.7080065,4.92E-06,9.985806232
8580,0.83167,2043.253875,12.47913,529.7076886,5.32E-06,10.14007929
8581,0.87243,1761.3732,16.66541,381.7096002,1.55E-06,6.404569593
8582,0.72236,2748.743254,6.32484,763.4192005,0.000568031,26.17902124
8583,0.47944,1001.98559,4.75496,1145.128801,0.000065327,42.48535314
8584,0.30214,281.561177,4.61532,1526.838401,3.21E-13,11.4663711
8585,0.82865,2045.887407,12.47913,529.7076886,4.95E-06,9.435414873
8586,0.8284,2039.331529,12.47913,529.7076886,4.88E-06,9.811534273
8587,0.5711,1670.936572,5.02672,1059.415377,0.00187705,42.66866876
8588,0.8267,2043.629349,12.47724,529.7076155,5.26E-06,10.49466109
8589,0.82789,2047.458582,12.47913,529.7076886,5.05E-06,10.1847381
8590,0.82914,2041.623046,12.47913,529.7076886,0.00000504,10.19730514
8591,0.5733,1673.103727,5.02672,1059.415377,0.0016382,42.96853987
8592,0.83007,2042.553269,12.48655,529.7076886,4.90E-06,10.56632383
8593,0.79348,2866.506205,8.36931,562.2081651,5.92E-05,16.07720443
8594,0.44254,881.664003,5.08434,1124.41633,0.00372728,50.90740112
8595,0.79092,3006.512551,8.60787,561.5234291,7.11E-05,16.57089512
8596,0.80795,2998.359267,7.87917,546.0224126,4.55E-05,14.94350568
8597,0.62175,1857.215253,7.27272,819.0336189,0.000869603,28.85665981
8598,0.50234,1312.274305,6.02882,1092.044825,0.0601,49.00790414
8599,0.79044,2872.963869,8.40048,573.0388999,0.000056401,15.9360273
8600,0.61201,1695.665486,7.48474,859.5583499,0.00171806,32.63610536
8601,0.48575,1231.88784,5.9802,1146.0778,0.333547,51.76389492
8602,0.79846,2841.226802,8.37802,551.3774109,6.06E-05,15.72198349
8603,0.89402,1644.164855,16.65458,300.9174003,2.05E-06,8.802438396
8604,0.78702,2867.354879,8.37361,601.8348005,0.000132709,19.29697554
8605,0.45628,889.185355,5.35647,1203.669601,0.0495028,56.41489429
8606,0.43911,708.488356,5.06493,1120.720319,0.00038171,48.78296668
8607,0.89511,1643.642851,16.6647,300.9172317,2.40E-06,9.354440133
8608,0.78276,2874.902259,8.38181,601.8344634,0.000131355,19.72801839
8609,0.58542,1516.770589,7.18252,902.7516951,0.00766178,38.73829501
8610,0.44783,815.83707,5.36927,1203.668927,0.0415577,56.57600094
8611,0.8976,1554.597449,16.36562,289.798324,1.18E-06,6.293103581
8612,0.79405,2851.166925,7.88109,579.5966481,6.96E-05,17.04985651
8613,0.51019,1270.004309,6.04066,1159.193296,0.14891,51.85346169
8614,0.78309,2893.762788,8.40048,601.8344429,0.00010604,18.78587473
8615,0.58303,1541.996769,7.04318,902.7516644,0.00491301,39.05946579
8616,0.50521,1152.129829,5.9802,1203.668886,3.10784,59.9847663
8617,0.89953,1536.856109,16.92684,293.0983489,1.11E-06,5.671152906
8618,0.7993,2891.112461,7.8779,586.1966977,5.72E-05,15.85497925
8619,0.61569,1774.61059,7.30492,879.2950466,0.00289725,35.66576382
8620,0.44205,787.089744,4.9276,1172.393395,0.000217072,44.27453663
8621,0.49519,1222.633489,5.97955,1132.76757,0.593738,53.93301399
8622,0.89242,1686.390688,16.35534,354.4397929,0.000002135,9.061841474
8623,0.76815,2869.065701,8.40042,708.8795857,0.000125271,19.82106865
8624,0.5995,1620.120841,7.13986,1063.319379,0.0105346,41.48049132
8625,0.88497,1721.121253,16.49488,378.1890894,2.02E-06,9.054648231
8626,0.76213,2882.773272,8.37516,756.3781789,0.00011885,20.59448103
8627,0.56894,1453.810154,6.75642,1134.567268,0.0170097,42.3027927
8628,0.42052,580.457821,4.99264,1512.756358,0.000101262,47.37157308
8629,0.89152,1676.857046,16.44279,354.440007,1.88E-06,8.314978706
8630,0.77841,2853.676269,8.40086,708.880014,0.000143258,20.17384003
8631,0.60352,1646.924659,7.2998,1063.320021,0.0110157,39.92473864
8632,0.50667,1200.703067,5.98047,1417.760028,5.10835,60.78315654
8633,0.80924,2995.8476,7.87894,534.1559349,4.77E-05,14.64020424
8634,0.50335,1319.162227,6.03237,1068.31187,0.0686596,49.18019685
8635,0.79547,2853.36827,7.8775,552.6352906,6.38E-05,16.21088994
8636,0.43488,789.97806,4.9339,1105.270581,0.000218458,45.43236767
8637,0.81131,2995.951161,7.88379,534.1562569,4.88E-05,14.59583301
8638,0.50326,1320.427446,6.03839,1068.312514,0.0688573,48.74807996
8639,0.7834,2683.451156,9.19048,574.4084191,6.38E-05,17.52200559
8640,0.88899,1457.570778,19.17432,287.2041913,2.99E-06,14.18235085
8641,0.77964,2695.140221,9.20854,574.4083827,6.66E-05,18.08199141
8642,0.61544,1799.019019,6.84235,861.612574,0.0107062,38.79418937
8643,0.89047,1511.467285,18.05763,316.1426359,9.16E-06,16.21111249
8644,0.77085,2565.186575,9.19088,632.2852718,0.000266441,22.00784559
8645,0.89762,1534.108884,16.43068,292.7766724,2.04E-06,9.158100384
8646,0.79163,2778.326045,8.22316,585.5533447,0.000113032,19.12478603
8647,0.64109,1954.633036,7.21939,878.3300171,0.00627078,34.29673915
8648,0.79403,2798.895643,8.2152,585.5537302,0.000113215,18.19678835
8649,0.63862,1971.539658,7.21723,878.3305953,0.00517883,34.1491677
8650,0.56087,1383.813009,6.29777,1171.10746,0.495334,51.22005551
8651,0.88677,1513.566813,17.94456,316.1426217,6.48E-06,14.94671589
8652,0.76685,2612.616868,9.18979,632.2852434,0.000334194,24.30563708
8653,0.60549,1766.938903,6.73981,948.427865,0.110644,45.31140293
8654,0.8734,1556.636705,17.22929,426.7791071,5.26E-06,14.37295337
8655,0.74164,2544.173136,9.18881,853.5582143,0.000321203,25.75151609
8656,0.58007,1612.689329,7.00834,1280.337321,0.0493397,44.46230173
8657,0.57829,1368.830464,6.52864,1707.116429,55.533,67.21414418
8658,0.8019,2830.375455,8.20898,570.7275576,8.22E-05,17.01938863
8659,0.48307,905.5842,5.40249,1141.455115,0.00367829,46.34744058
8660,0.88628,1521.573231,18.04616,366.5120236,4.00E-06,13.79215734
8661,0.76913,2641.590872,9.19027,733.0240472,0.000207928,22.60719175
8662,0.61362,1757.148805,7.02666,1099.536071,0.0244246,40.48803052
8663,0.56526,1442.101197,6.68104,1466.048094,8.72159,59.56267004
8664,0.87491,1543.912274,17.44238,466.9579166,1.04E-05,19.8657983
8665,0.7355,2488.728846,9.19021,933.9158332,0.000526494,26.72932915
8666,0.57438,1572.549935,6.6773,1400.87375,0.471336,51.64204885
8667,0.87522,1553.040026,17.69713,446.8684967,5.31E-06,14.59843362
8668,0.73098,2498.564844,9.18989,893.7369935,0.000308222,24.51469915
8669,0.57285,1584.710386,7.02652,1340.60549,0.0804729,46.29924428
8670,0.58452,1337.133155,6.5565,1787.473987,90.8429,68.29822798
8671,0.62559,1959.941579,6.97122,838.9501979,0.00503515,34.28766358
8672,0.58806,1680.020878,7.19103,890.7665471,0.0472526,42.18256457
8673,0.89316,1512.957882,16.67352,295.8076631,1.25E-06,6.552326282
8674,0.88586,1523.283253,17.12163,307.2982707,2.55E-06,11.42208827
8675,0.76685,2698.83477,8.69903,614.5965414,0.000131323,19.98367279
8676,0.58968,1666.367636,7.00458,921.8948122,0.00993936,38.49713117
8677,0.88611,1602.813208,16.37801,343.48361,0.000010168,16.58986617
8678,0.75782,2568.506546,8.69567,686.96722,0.000763012,26.48296708
8679,0.59384,1579.66089,6.91124,1030.45083,1.01109,54.80831957
8680,0.88294,1600.289463,16.73043,344.5747731,7.25E-06,15.35291998
8681,0.75784,2681.264775,8.89141,689.1495462,0.000978168,28.4902697
8682,0.58537,1497.448536,6.60421,1033.724319,0.373149,51.71449693
8683,0.89687,1554.950341,16.08256,305.7029382,2.14E-06,8.612338254
8684,0.79044,2808.142498,8.06961,611.4058763,0.000184618,20.71675913
8685,0.88137,1575.572382,15.37784,349.161038,3.89E-06,12.48188836
8686,0.75665,2523.063342,8.06969,698.322076,0.000412629,23.78347191
8687,0.6339,1829.076936,6.67674,1047.483114,0.0682161,43.10585373
8688,0.88605,1584.828041,16.85738,334.0151002,7.63E-06,14.18851509
8689,0.76037,2621.51956,8.71377,668.0302004,0.000639049,25.56043655
8690,0.58847,1611.742681,6.98366,1002.045301,0.129161,46.97060327
8691,0.88235,1559.536793,17.43185,377.3917448,7.94E-06,17.53978989
8692,0.76735,2753.965939,8.88789,754.7834896,0.000579884,26.57357528
8693,0.5873,1564.068655,6.52806,1132.175234,0.0983024,47.24687082
8694,0.8703,1584.576047,16.91839,464.375626,6.02E-06,15.24700369
8695,0.72791,2582.956293,8.88993,928.751252,0.00105419,29.23721661
8696,0.53575,1358.905376,6.1961,1393.126878,1.36394,55.93570018
8697,0.87618,1574.621366,16.7701,441.2261869,6.61E-06,15.40764392
8698,0.7423,2565.967844,8.69922,882.4523738,0.000806624,27.83190603
8699,0.54559,1377.15753,6.63638,1323.678561,0.915205,54.22865137
8700,0.87548,1581.372582,16.46762,420.8985125,1.03E-05,19.27500359
8701,0.74144,2470.59724,8.84412,841.797025,0.000482716,24.99744268
8702,0.58752,1546.683963,6.644,1262.695538,0.34703,50.49775573
8703,0.87641,1627.079789,17.22723,507.3868357,6.38E-05,26.73986691
8704,0.73257,2276.332524,9.31548,1014.773671,0.00267345,31.92358999
8705,0.90537,1455.14473,20.12958,273.8017326,5.63E-07,2.431446918
8706,0.80759,2897.892906,7.60455,547.6034653,2.92E-05,13.06173031
8707,0.6247,2013.117483,7.75508,821.4051979,0.000342575,27.46106736
8708,0.48821,1273.615327,5.47914,1095.206931,0.00636378,44.08258599
8709,0.69947,1965.336648,9.19234,800.0304621,0.0265294,48.14144667
8710,0.70239,1866.711829,9.72744,777.9559973,0.00836186,44.68233017
8711,0.82415,1982.486004,11.84669,472.6711532,0.000050888,23.00277021
8712,0.70065,2004.291308,8.76226,800.0299806,0.0220413,44.41689325
8713,0.69135,2218.702146,8.20401,889.0024202,28.5063,61.41530311
8714,0.83196,1994.065596,11.97465,478.9730505,0.000049075,22.22084792
8715,0.68292,1925.39643,8.92383,1285.783576,0.313605,55.63130817
8716,0.66656,1933.810499,8.16145,1382.589926,0.619229,60.15703404
8717,0.68515,1768.216937,9.42749,1140.577001,0.0101044,47.23207125
8718,0.6487,1845.917694,8.70581,1237.382085,0.00833992,43.88284391
8719,0.81475,2110.492131,10.89617,653.2000977,8.95E-05,23.12485621
8720,0.90414,1452.683252,20.12515,273.8011226,5.67E-07,2.056860966
8721,0.80703,2898.141415,7.60069,547.6022452,2.99E-05,12.79216649
8722,0.62327,2013.397742,7.75672,821.4033678,0.000331102,27.13141649
8723,0.4883,1270.288274,5.48085,1095.20449,0.00565642,43.49800952
8724,0.79878,2194.292023,10.74334,592.5693668,2.42E-05,18.23223238
8725,0.79859,2140.055866,10.74561,592.6137913,2.22E-05,17.73282134
8726,0.13764,0,3.52032,1777.841374,8.33E-76,-394.5754408
8727,0.01258,0,2.49159,2370.455165,0,#NAME?
8728,0.79663,2174.080509,11.73196,601.4881599,1.79E-05,18.41754085
8729,0.16651,0.210479,3.75047,1804.46448,4.46E-89,-449.4476286
8730,0.79253,2182.756004,11.74422,601.4886895,1.67E-05,17.27602015
8731,0.17849,8.446619,3.98,1804.466068,7.03E-52,-233.1210983
8732,0.78043,2170.561544,11.73594,633.1450991,1.48E-05,19.14056727
8733,0.86051,1832.895958,15.76721,402.4740909,2.31E-06,8.615127452
8734,0.69336,2657.858716,6.27535,804.9481819,0.00109342,30.27994938
8735,0.42252,666.624434,4.61932,1207.422273,6.03E-06,40.03986525
8736,0.23204,138.38208,4.40336,1609.896364,1.96E-30,-111.0744829
8737,0.78546,2119.739722,10.75371,624.6197062,2.59E-05,20.11335894
8738,0.14522,0,3.54733,1873.859119,3.73E-58,-276.5102997
8739,0.78587,2125.848408,10.75371,623.2531823,3.35E-05,20.05306601
8740,0.1453,0,3.54733,1869.759547,2.69E-53,-266.3126281
8741,0.7887,2161.169959,11.73426,615.9217622,2.46E-05,19.65673677
8742,0.854,1851.720136,15.72646,421.9312776,2.92E-06,10.86540738
8743,0.68179,2591.805254,6.27509,843.8625552,0.00130707,31.87511746
8744,0.21052,96.196276,4.4163,1687.72511,7.78E-33,-120.3725873
8745,0.78712,2166.007967,11.74315,615.9651067,2.60E-05,18.82199671
8746,0.16359,8.133748,3.98,1847.89532,3.58E-53,-232.9241901
8747,0.86072,1834.10804,15.77269,402.4530662,2.37E-06,8.378948036
8748,0.69649,2655.096166,6.30446,804.9061323,0.00106965,30.04763146
8749,0.22825,107.059226,4.23881,1609.812265,2.85E-32,-96.20353622
8750,0.86147,1828.202093,15.7561,402.4839749,2.38E-06,7.716767443
8751,0.69487,2660.252894,6.28161,804.9679499,0.0011546,31.15897832
8752,0.22489,107.077576,4.25815,1609.9359,1.51E-28,-89.67614938
8753,0.77473,2179.266813,11.12455,724.4857334,3.46E-05,23.65846188
8754,0.78158,2184.744126,10.73831,662.8809491,2.61E-05,19.65126337
8755,0.77431,2103.814342,10.74668,733.0738107,5.71E-05,24.47739658
8756,0.12226,0,3.51491,2199.221432,4.51E-95,-480.2447605
8757,0.0117,0,2.48164,2932.295243,0,#NAME?
8758,0.78904,2195.379028,11.7384,655.0730545,2.61E-05,19.63237062
8759,0.78227,2188.815491,10.71572,617.6161011,9.23E-05,25.67559084
8760,0.16133,23.762039,3.96914,1852.848303,3.32E-65,-322.1215247
8761,0.01071,0,2.63198,2470.464404,0,#NAME?
8762,0.86164,1828.832421,15.75334,402.4534678,2.37E-06,7.706852851
8763,0.69463,2661.856175,6.27902,804.9069356,0.00112583,31.43894194
8764,0.4398,847.123116,4.58804,1207.360403,1.47E-05,43.5860356
8765,0.28102,259.352258,4.60916,1609.813871,9.79E-13,10.55253685
8766,0.77903,2199.923379,10.71939,617.6150136,6.97E-05,23.50041874
8767,0.85853,1855.425761,15.76266,410.3845955,3.55E-06,11.02473045
8768,0.69134,2490.885909,6.25392,820.769191,0.00205221,32.89844691
8769,0.41129,731.421077,4.55893,1231.153787,8.77E-06,45.34447727
8770,0.26292,162.812209,4.41388,1641.538382,2.68E-13,3.125477083
8771,0.79251,2210.469008,10.72609,605.1324224,4.69E-05,22.45728983
8772,0.18605,0.207552,3.88046,1815.397267,1.76E-59,-260.3348253
8773,0.78829,2195.392433,10.72588,617.6150136,0.000158619,27.65190852
8774,0.80642,2173.717341,11.73989,585.6603756,1.80E-05,17.01148791
8775,0.18935,3.381469,3.86226,1756.981127,7.04E-47,-209.3310556
8776,0.78169,2154.77493,11.56689,635.0226628,0.00035806,28.68832017
8777,0.79246,2137.25962,11.73989,610.3415192,0.00010155,24.0412836
8778,0.79923,2143.341848,10.74328,592.6107001,2.14E-05,17.6159773
8779,0.76759,2134.417855,11.54309,622.682091,4.64E-05,21.27041563
8780,0.13309,0,3.61716,1898.228493,9.71E-75,-407.0782102
8781,0.77799,2201.887691,10.75185,619.2947361,5.76E-05,23.55644471
8782,0.78603,2160.668122,11.74689,612.0575291,3.84E-05,22.03931366
8783,0.795,2163.446946,11.7326,598.8313616,2.10E-05,17.88451801
8784,0.77943,2146.289859,10.73816,619.3222873,4.17E-05,22.56336354
8785,0.12812,0,3.51295,1857.966862,1.63E-88,-461.2870765
8786,0.16343,8.726856,3.98,1841.440739,3.74E-57,-281.5650316
8787,0.77733,2189.086881,10.72584,614.9124231,4.63E-05,22.37795098
8788,0.7963,2142.45598,10.74325,592.6150106,2.19E-05,17.9388753
8789,0.78025,2169.791194,11.73509,607.6412244,2.62E-05,19.94517107
8790,0.77688,2194.887059,10.71935,614.9063754,3.62E-05,20.74412226
8791,0.00295,0,2.4821,2459.625502,0,#NAME?
8792,0.40128,692.031025,4.60405,1258.295779,1.11E-05,42.09772983
8793,0.26763,176.302131,4.46973,1677.727706,1.97E-13,7.090547287
8794,0.80052,2166.606809,11.74227,585.6600331,1.77E-05,16.72201313
8795,0.15554,0,3.51384,1756.980099,8.83E-43,-212.5659462
8796,0.86048,1832.291014,15.74421,402.4728786,2.37E-06,8.212921912
8797,0.69812,2662.398512,6.27892,804.9457571,0.00100882,30.48843414
8798,0.43963,850.105436,4.56455,1207.418636,9.83E-06,43.11476298
8799,0.28293,259.110469,4.62355,1609.891514,8.52E-12,8.025500428
8800,0.79694,2137.439901,10.75371,592.5898867,2.20E-05,17.92394271
8801,0.19251,0,3.65348,1777.76966,1.75E-54,-255.3303393
8802,0.38783,533.871966,4.57644,1305.818399,5.12E-06,46.80635229
8803,0.76888,2185.723977,10.71939,642.5196317,6.74E-05,26.00094174
8804,0.79849,2162.143924,11.73989,610.3066088,3.65E-05,20.20577571
8805,0.14185,0,3.75728,1830.919826,1.88E-113,-618.8635804
8806,0.7967,2177.148944,11.736,610.3002332,4.59E-05,21.12709001
8807,0.87979,1680.956608,17.49221,345.4976299,1.36E-06,5.989467314
8808,0.75591,3061.01778,6.63963,690.9952597,0.000432588,24.8512588
8809,0.37748,607.221354,5.0169,1381.990519,0.00245604,58.27021129
8810,0.87854,1676.364293,17.51092,345.4977236,1.33E-06,5.527099978
8811,0.75544,3064.678304,6.61638,690.9954473,0.000435072,24.71822204
8812,0.34473,392.390953,5.12943,1381.990895,2.26E-06,43.10672847
8813,0.83798,1922.755665,14.02721,457.4866035,3.31E-06,9.2191427
8814,0.83591,1941.760715,13.99685,468.4061337,3.13E-06,9.018255658
8815,0.32858,331.375083,4.90314,1405.218401,5.56E-10,21.50497975
8816,0.83761,1933.159867,13.9901,468.4061973,3.65E-06,10.96806336
8817,0.33188,346.277931,5.00633,1405.218592,3.16E-09,15.89717055
8818,0.87567,1686.637847,17.50252,353.9227123,1.38E-06,6.764735718
8819,0.75204,3070.218804,6.63969,707.8454247,0.00040711,24.68460007
8820,0.48926,1275.594428,5.51653,1061.768137,0.00180635,41.82961876
8821,0.37297,580.845776,4.86224,1415.690849,0.00369618,58.57312424
8822,0.83416,1941.037732,13.87398,479.3252283,4.17E-06,11.63991348
8823,0.35488,412.342762,4.90421,1437.975685,2.68E-09,25.8539442
8824,0.83124,1960.780018,13.65385,498.3689752,7.40E-06,13.32405718
8825,0.83871,1955.394894,13.70178,477.4617771,6.73E-06,12.55086147
8826,0.35988,411.68192,5.0373,1432.385331,3.10E-06,29.92399888
8827,0.87067,1718.981556,16.2517,377.7600021,1.86E-06,8.577415816
8828,0.7341,2924.905898,6.61073,755.5200043,0.000630545,26.92227235
8829,0.44827,1102.870745,5.4597,1133.280006,0.0242686,54.74231207
8830,0.30166,179.78981,4.58973,1511.040009,2.03E-12,16.48572923
8831,0.82926,1920.525777,13.81116,498.3690266,8.69E-06,13.58417178
8832,0.3637,408.625957,4.87072,1495.10708,2.73E-07,25.76631594
8833,0.30013,12.30839,3.91018,1993.476106,6.00E-14,9.880530165
8834,0.84055,1958.807706,14.10092,498.368676,8.47E-06,13.10914625
8835,0.32941,241.324471,4.66916,1495.106028,5.89E-10,19.89734941
8836,0.81629,1979.526448,13.24409,627.1965136,1.01E-05,15.21692189
8837,0.55726,1449.021609,5.43369,1254.393027,0.0236849,48.6621991
8838,0.3179,242.889471,4.78759,1881.589541,0.00191595,60.90546027
8839,0.81558,1958.911242,13.24156,579.3090977,6.55E-06,13.19652423
8840,0.57267,1571.874516,5.45731,1158.618195,0.0184138,46.97860273
8841,0.30805,288.253927,4.99762,1737.927293,0.00467465,64.16778193
8842,0.80581,1989.574433,13.21717,675.0841012,1.15E-05,17.12785681
8843,0.51983,1217.599474,5.45953,1350.168202,0.0383645,50.95058885
8844,0.27889,181.259352,4.87301,2025.252304,1.58E-05,53.45804628
8845,0.06436,0,3.42327,2700.336405,3.01E-103,-568.5012567
8846,0.86462,1729.857443,15.93127,419.394735,1.89E-06,9.602890824
8847,0.72164,2870.764331,6.6127,838.78947,0.000673145,27.50349457
8848,0.44918,1166.995955,5.50603,1258.184205,0.00217444,46.32181514
8849,0.36715,483.422899,4.55877,1677.57894,0.000571955,55.71242704
8850,0.83538,1959.21132,13.89192,531.4220583,6.45E-06,12.9676976
8851,0.37785,414.020374,4.94995,1594.266175,4.81E-09,26.00187083
8852,0.10109,0,3.68675,1878.809904,7.84E-75,-430.9579914
8853,0.83152,1959.062019,13.97909,469.7028425,2.93E-05,17.59774545
8854,0.84161,1933.107742,14.19563,444.1618701,5.43E-06,10.62194962
8855,0.87571,1690.688407,16.83744,358.6352772,2.87E-06,9.660082041
8856,0.38823,589.395743,5.04663,1434.541109,0.0465226,61.1802036
8857,0.82481,1979.136487,13.85468,481.2147357,1.59E-05,16.0187671
8858,0.8342,1949.409393,14.26716,472.1014385,1.16E-05,14.79088396
8859,0.25971,134.004357,4.64446,1445.507007,5.10E-14,4.800834444
8860,0.30894,229.743054,4.60365,1443.562652,5.50E-11,19.79269347
8861,0.87745,1684.488801,17.50245,345.4978228,1.35E-06,6.068227115
8862,0.75392,3062.381911,6.61792,690.9956456,0.000432644,25.02952552
8863,0.36965,592.587214,5.05242,1381.991291,0.000809942,57.8771481
8864,0.87223,1673.690319,17.01358,358.6169188,1.67E-06,7.462789217
8865,0.73968,2982.32053,6.61609,717.2338377,0.000578416,25.73357102
8866,0.84743,1936.439204,13.80902,428.7130383,2.84E-06,8.731633
8867,0.18019,1.091361,3.8925,1714.852153,2.83E-58,-269.6900113
8868,0.84185,1966.388187,13.03884,442.8085468,4.07E-06,10.03464064
8869,0.83057,1964.449119,13.40049,471.7849389,3.13E-06,10.67845914
8870,0.14122,0,3.41428,1887.139756,7.98E-65,-292.0153137
8871,0.82274,2035.32499,13.03875,487.2072235,3.74E-06,11.47788711
8872,0.29449,253.812721,4.84796,1461.62167,8.52E-08,41.67427348
8873,0.82284,2055.420964,12.08561,498.2585772,3.89E-06,11.09531555
8874,0.83945,1956.506302,13.80872,450.2230223,2.91E-06,9.295260696
8875,0.16643,0,3.57322,1800.892089,4.84E-53,-265.7820312
8876,0.81931,2019.659372,13.04671,498.3060922,3.71E-06,11.27280249
8877,0.13625,0,3.50878,1993.224369,3.83E-81,-394.2631643
8878,0.82347,2147.213054,11.39516,527.7731789,1.52E-05,16.24986712
8879,0.35918,554.372888,5.04727,1583.319537,0.00524761,61.69054196
8880,0.82911,1988.422534,12.87109,511.0701122,9.26E-06,14.25685211
8881,0.08618,0,3.43164,2044.280449,1.55E-98,-497.0724354
8882,0.8123,1978.854502,13.02427,527.8106947,0.000010426,15.08784769
8883,0.26688,92.238986,4.17007,1583.432084,4.54E-09,36.93867014
8884,0.82132,2019.023745,12.90786,511.1364657,7.25E-06,14.30142445
8885,0.34379,291.852956,4.83873,1533.409397,2.81E-10,19.64635059
8886,0.86773,1791.760153,14.96258,377.7403946,1.92E-06,8.669234739
8887,0.72861,2759.229495,6.54606,755.4807892,0.000539066,26.81415866
8888,0.35967,335.947646,4.3622,1510.961578,7.02E-07,43.43469392
8889,0.83066,1932.079307,13.70438,522.9845927,3.92E-06,10.82857369
8890,0.32021,293.645565,4.74887,1568.953778,1.46E-10,16.92948487
8891,0.81968,2110.651368,12.59158,570.1113225,4.91E-06,13.08647961
8892,0.27111,175.121736,4.37836,1710.333968,1.87E-05,51.30277518
8893,0.12677,0,3.73982,2280.44529,4.27E-82,-412.2948737
8894,0.81047,1987.116885,13.02419,637.5097125,1.14E-05,16.36879552
8895,0.5448,1319.199179,5.65646,1275.019425,0.0574116,52.23991487
8896,0.2929,221.150564,4.47604,1912.529138,0.000598794,54.03917724
8897,0.80809,2051.807239,12.52609,664.3418415,9.91E-06,16.39900285
8898,0.53772,1396.930003,5.92821,1328.683683,0.0451408,48.56541051
8899,0.05413,0,3.08024,2657.367366,3.12E-123,-702.915948
8900,0.86238,1756.421607,15.5912,419.4020921,1.57E-06,8.40778675
8901,0.71896,2870.947321,6.55266,838.8041843,0.000553027,27.40282245
8902,0.45951,1124.819587,5.62982,1258.206276,0.002732,46.1508448
8903,0.38272,691.42378,4.81403,1677.608369,0.0727299,64.4012272
8904,0.29191,143.771119,4.2627,1432.335949,4.49E-05,48.94897287
8905,0.86779,1770.148991,16.13442,371.7815129,5.48E-06,12.75444288
8906,0.47296,1094.508052,5.64473,1115.344539,0.0385424,50.98680387
8907,0.35372,207.03151,4.41638,1487.126052,2.38E-05,53.84951815
8908,0.90438,1445.875575,20.13288,273.8011272,5.81E-07,2.600573681
8909,0.80671,2898.101871,7.5974,547.6022545,2.96E-05,12.80381112
8910,0.6247,2011.725238,7.75978,821.4033817,0.000366774,27.11103959
8911,0.49088,1273.677552,5.48214,1095.204509,0.00567689,44.03448384
8912,0.26965,84.7846,4.55248,1437.005534,1.07E-10,7.718997877
8913,0.83948,1945.353999,13.80834,446.6669135,4.80E-06,10.13850008
8914,0.16211,0.354357,3.85679,1786.667654,7.73E-30,-126.7886697
8915,0.01752,0,2.71311,2030.695905,0,#NAME?
8916,0.82742,2018.2067,12.35206,470.5620378,9.91E-06,14.31070892
8917,0.12821,0,3.3538,1882.248151,6.64E-80,-454.5783039
8918,0.03516,0,2.89897,2047.885399,0,#NAME?
8919,0.90373,1452.254384,20.13678,273.8011327,5.78E-07,2.606641639
8920,0.80812,2902.234061,7.59597,547.6022654,2.91E-05,12.85775785
8921,0.62491,2009.916192,7.75371,821.4033981,0.000353476,27.69485796
8922,0.48682,1277.064584,5.47929,1095.204531,0.00550075,44.06397755
8923,0.90437,1449.066388,20.11996,273.8011327,5.74E-07,2.166221438
8924,0.8091,2896.293506,7.59661,547.6022654,2.97E-05,13.08924236
8925,0.62534,2007.726193,7.73767,821.4033981,0.000357236,27.338534
8926,0.49073,1271.575967,5.48127,1095.204531,0.00626777,44.41221963
8927,0.90295,1447.506518,20.13678,273.8011327,5.58E-07,2.291982685
8928,0.8094,2900.591155,7.59597,547.6022654,3.10E-05,13.44004203
8929,0.62091,2009.559903,7.75371,821.4033981,0.000344269,27.24245618
8930,0.48536,1274.116149,5.47929,1095.204531,0.00588818,43.2310883
8931,0.90507,1449.074448,20.11996,273.8011327,5.75E-07,3.153467457
8932,0.80897,2902.7171,7.59661,547.6022654,2.90E-05,12.96095343
